Heartbeat,MACsrc,APPID,GOOSElength,gocbRef,Dif_St,Dif_Sq,num of data,data_Dec,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4,Label
1.00046,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00013,11,3,152,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0006,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00098,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00081,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,11,3,152,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00057,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00038,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00174,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00092,11,3,152,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00129,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00066,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,11,3,152,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99983,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00313,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00155,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0003,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00058,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00011,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00041,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0011,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00121,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00044,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00059,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00134,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00271,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00072,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00024,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0017,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00137,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00031,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00031,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00024,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00045,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00059,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00088,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00088,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00085,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00055,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00012,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0006,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00124,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00158,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00028,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00027,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99949,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99957,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0003,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00057,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00348,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00031,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00091,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00042,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00062,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00073,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00041,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00013,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00056,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00013,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00058,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00117,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00049,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00028,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99964,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00027,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00055,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0012,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00042,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00049,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00038,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99941,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00086,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00085,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00041,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00033,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00111,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00002,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00025,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0009,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00044,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00026,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00054,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00083,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00103,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00058,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00107,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00054,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00042,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00106,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00042,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0009,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00033,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00107,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00328,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00073,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00045,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00044,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0008,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00103,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00048,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00053,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00009,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00021,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00069,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00072,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00136,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00045,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00081,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00065,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00042,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00028,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00067,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00072,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.001,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00074,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00025,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00001,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00111,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0008,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00048,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00048,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00112,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00017,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00054,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00128,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0003,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00066,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00064,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00052,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00037,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00027,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00035,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00049,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0012,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00082,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00052,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99944,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99994,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00068,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00024,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00174,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00034,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0008,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00064,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00011,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00046,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00052,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00036,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00066,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00015,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00023,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00081,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00051,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00033,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00044,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00051,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00052,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00047,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00028,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00111,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00035,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00049,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
0.99966,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0002,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0005,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00032,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00061,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00095,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00019,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00039,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00054,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00013,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00041,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00044,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00081,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00138,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.0004,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00043,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00052,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00091,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00023,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
1.00029,11,3,153,1131,0,1,7,1,17,0,9,17,30,52,9,15,26,0,26,0,1,1,1,0,110
